,fiscal_year,stock_code,ind_name1,ind_name2,E_proportion,G_proportion,None_proportion,S_proportion
40,2014,1313,地產建築,建築,0.3448275862068966,0.0732758620689655,0.1336206896551724,0.4482758620689655
41,2014,12,地產建築,地產,0.2135593220338983,0.0983050847457627,0.1423728813559322,0.5457627118644067
42,2014,3788,原材料,一般金屬及礦石,0.3427762039660056,0.0169971671388102,0.1841359773371104,0.4560906515580736
43,2014,528,非必需性消費,紡織及服飾,0.4368932038834951,0.0533980582524271,0.1213592233009708,0.3883495145631068
44,2014,1199,工業,工業運輸,0.2222222222222222,0.1805555555555555,0.2861111111111111,0.3111111111111111
45,2014,2386,能源,石油及天然氣,0.2634730538922156,0.092814371257485,0.1497005988023952,0.4940119760479042
46,2014,388,金融,其他金融,0.1863905325443787,0.1775147928994082,0.1923076923076923,0.4437869822485207
47,2014,1088,能源,煤炭,0.3398268398268398,0.0670995670995671,0.1406926406926407,0.4523809523809524
48,2014,548,工業,工業運輸,0.1513944223107569,0.047808764940239,0.2231075697211155,0.5776892430278885
49,2014,576,工業,工業運輸,0.0857142857142857,0.02,0.7028571428571428,0.1914285714285714
50,2013,1313,地產建築,建築,0.3508771929824561,0.023391812865497,0.1169590643274853,0.5087719298245614
51,2013,3788,原材料,一般金屬及礦石,0.2807017543859649,0.0307017543859649,0.2149122807017544,0.4736842105263157
52,2014,1138,工業,工業運輸,0.25,0.0512048192771084,0.108433734939759,0.5903614457831325
53,2014,1313,地產建築,建築,0.3448275862068966,0.0732758620689655,0.1336206896551724,0.4482758620689655
54,2014,12,地產建築,地產,0.2135593220338983,0.0983050847457627,0.1423728813559322,0.5457627118644067
