股票代號,名稱,行業代碼,行業,業務代碼,業務類別,業務子代碼,業務子類別
505,興業合金,5,原材料,520,一般金屬及礦石,52020,銅
506,中國食品,25,必需性消費,2510,食品飲料,251030,非酒精飲料
508,鼎億集團投資,60,地產建築,6010,地產,601020,地產發展商
509,世紀陽光,5,原材料,530,其他原材料,53010,化肥及農用化合物
510,時富金融服務集團,50,金融,5030,其他金融,503010,證券及經紀
511,電視廣播,23,非必需性消費,2350,媒體及娛樂,235020,廣播
512,遠大醫藥,28,醫療保健,2810,藥品及生物科技,281010,藥品
513,恆和集團,23,非必需性消費,2330,紡織及服飾,233040,珠寶鐘錶
515,中華銀科技,10,工業,1010,工業工程,101020,工業零件及器材
517,中遠海運國際,10,工業,1030,工業支援,103010,採購及供應鏈管理
518,同得仕,23,非必需性消費,2330,紡織及服飾,233020,服裝
519,實力建業,60,地產建築,6010,地產,601020,地產發展商
520,呷哺呷哺,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
521,CWT INT''''L,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
522,ASMPT,70,資訊科技,7030,半導體,703010,半導體
524,長城天下,35,電訊,3500,電訊,350020,電訊服務
525,廣深鐵路,23,非必需性消費,2340,旅遊及休閒設施,234010,公共運輸
526,利時集團控股,80,綜合企業,8000,綜合企業,800010,綜合企業
527,瑞風新能源,40,公用事業,4000,公用事業,400040,環保能源
528,金達控股,23,非必需性消費,2330,紡織及服飾,233010,紡織品及布料
529,新龍國際,70,資訊科技,7010,資訊科技器材,701010,電訊設備
530,高銀金融,25,必需性消費,2510,食品飲料,251040,酒料飲料
531,順誠控股,23,非必需性消費,2320,家庭電器及用品,232040,家具
532,王氏港建,10,工業,1010,工業工程,101020,工業零件及器材
533,金利來,23,非必需性消費,2330,紡織及服飾,233020,服裝
535,金地商置,60,地產建築,6010,地產,601020,地產發展商
536,貿易通,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
538,味千(中國),23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
540,迅捷環球控股,23,非必需性消費,2330,紡織及服飾,233020,服裝
542,富元國際集團,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
543,太平洋網絡,23,非必需性消費,2370,零售相關,237010,汽車零售
544,大同集團,10,工業,1020,工業運輸,102030,航空貨運及物流
546,阜豐集團,25,必需性消費,2510,食品飲料,251050,食品添加劑
547,數字王國,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
548,深圳高速,10,工業,1020,工業運輸,102020,鐵路及公路
550,京基智慧文化,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
551,裕元集團,23,非必需性消費,2330,紡織及服飾,233030,鞋履
552,中國通信服務,70,資訊科技,7010,資訊科技器材,701010,電訊設備
553,南京熊貓,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
554,漢思能源,0,能源,10,石油及天然氣,1020,油氣設備與服務
556,泛亞環保,10,工業,1010,工業工程,101030,環保工程
557,天元醫療,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
558,力勁科技,10,工業,1010,工業工程,101020,工業零件及器材
559,德泰新能源集團,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
560,珠江船務,10,工業,1020,工業運輸,102010,航運及港口
563,上實城市開發,60,地產建築,6010,地產,601020,地產發展商
564,鄭煤機,23,非必需性消費,2310,汽車,231020,汽車零件
565,錦藝集團控股,60,地產建築,6010,地產,601030,地產投資
567,大昌微綫集團,0,能源,10,石油及天然氣,1010,油氣生產商
568,山東墨龍,0,能源,10,石油及天然氣,1020,油氣設備與服務
570,中國中藥,28,醫療保健,2810,藥品及生物科技,281030,中醫藥
571,豐德麗控股,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
572,未來世界控股,50,金融,5030,其他金融,503020,資產管理
573,稻香控股,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
574,百信藥業,28,醫療保健,2810,藥品及生物科技,281010,藥品
575,壽康集團,28,醫療保健,2810,藥品及生物科技,281010,藥品
576,浙江滬杭甬,10,工業,1020,工業運輸,102020,鐵路及公路
579,京能清潔能源,40,公用事業,4000,公用事業,400010,電力
580,賽晶科技,10,工業,1010,工業工程,101020,工業零件及器材
581,中國東方集團,5,原材料,520,一般金屬及礦石,52010,鋼鐵
582,神話世界,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
583,長城環亞控股,60,地產建築,6010,地產,601030,地產投資
585,意馬國際,50,金融,5030,其他金融,503010,證券及經紀
586,海螺創業,10,工業,1010,工業工程,101030,環保工程
587,海螺環保,10,工業,1010,工業工程,101030,環保工程
588,北辰實業,60,地產建築,6010,地產,601020,地產發展商
589,建中建設,60,地產建築,6020,建築,602030,重型基建
590,六福集團,23,非必需性消費,2370,零售相關,237050,其他零售
591,中國高精密,10,工業,1010,工業工程,101020,工業零件及器材
592,堡獅龍,23,非必需性消費,2330,紡織及服飾,233020,服裝
593,夢東方,60,地產建築,6010,地產,601020,地產發展商
595,先思行,70,資訊科技,7030,半導體,703010,半導體
596,浪潮數字企業,70,資訊科技,7020,軟件服務,702030,軟件開發
598,中國外運,10,工業,1020,工業運輸,102010,航運及港口
599,怡邦行,60,地產建築,6020,建築,602020,建築及服務
600,中國基建投資,0,能源,10,石油及天然氣,1020,油氣設備與服務
601,稀鎂科技,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
602,佳華百貨控股,23,非必需性消費,2370,零售相關,237040,多元化零售
603,中油燃氣,40,公用事業,4000,公用事業,400020,燃氣
604,深圳控股,60,地產建築,6010,地產,601020,地產發展商
605,中國金融投資管理,50,金融,5030,其他金融,503030,信貸
606,中駿商管,60,地產建築,6010,地產,601050,物業管理及服務
607,豐盛控股,10,工業,1010,工業工程,101030,環保工程
608,達利國際,23,非必需性消費,2330,紡織及服飾,233020,服裝
609,天德化工,5,原材料,530,其他原材料,53040,特殊化工用品
610,惠記集團,60,地產建築,6020,建築,602030,重型基建
611,中國核能科技,40,公用事業,4000,公用事業,400040,環保能源
612,中國投資基金公司,50,金融,5030,其他金融,503020,資產管理
613,梧桐國際,50,金融,5030,其他金融,503020,資產管理
616,高山企業,60,地產建築,6010,地產,601030,地產投資
617,百利保控股,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
618,北大資源,60,地產建築,6010,地產,601020,地產發展商
619,南華金融,50,金融,5030,其他金融,503010,證券及經紀
620,大唐西市,80,綜合企業,8000,綜合企業,800010,綜合企業
621,壇金礦業,5,原材料,510,黃金及貴金屬,51010,黃金及貴金屬
622,威華達控股,50,金融,5030,其他金融,503010,證券及經紀
623,中視金橋,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
626,大眾金融控股,50,金融,5010,銀行,501010,銀行
627,福晟國際,60,地產建築,6010,地產,601020,地產發展商
628,國美金融科技,50,金融,5030,其他金融,503030,信貸
629,悅達國際控股,50,金融,5030,其他金融,503030,信貸
630,雋泰控股,60,地產建築,6020,建築,602020,建築及服務
631,三一國際,10,工業,1010,工業工程,101040,重型機械
632,中港石油,0,能源,10,石油及天然氣,1010,油氣生產商
635,彩星集團,23,非必需性消費,2320,家庭電器及用品,232030,玩具及消閒用品
636,嘉里物流,10,工業,1020,工業運輸,102030,航空貨運及物流
637,利記,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
638,建溢集團,23,非必需性消費,2320,家庭電器及用品,232010,家庭電器
639,首鋼資源,0,能源,20,煤炭,2010,煤炭
640,星謙發展,5,原材料,530,其他原材料,53040,特殊化工用品
641,中國恒天立信國際,10,工業,1010,工業工程,101020,工業零件及器材
643,恒富控股,23,非必需性消費,2330,紡織及服飾,233020,服裝
645,安域亞洲,0,能源,20,煤炭,2010,煤炭
646,中國環保科技,40,公用事業,4000,公用事業,400030,水務
648,京玖康療(新),28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
650,普達特科技,0,能源,10,石油及天然氣,1010,油氣生產商
651,中海重工,10,工業,1010,工業工程,101040,重型機械
653,卓悅控股,25,必需性消費,2530,消費零售,253020,個人護理
655,香港華人,60,地產建築,6010,地產,601030,地產投資
656,復星國際,80,綜合企業,8000,綜合企業,800010,綜合企業
657,環科國際,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
658,中國高速傳動,10,工業,1010,工業工程,101030,環保工程
659,新創建集團,80,綜合企業,8000,綜合企業,800010,綜合企業
660,瑋俊生物科技(新),5,原材料,530,其他原材料,53040,特殊化工用品
661,中國大冶有色金屬,5,原材料,520,一般金屬及礦石,52020,銅
662,亞洲金融,50,金融,5020,保險,502010,保險
663,金山能源,80,綜合企業,8000,綜合企業,800010,綜合企業
665,海通國際,50,金融,5030,其他金融,503010,證券及經紀
667,中國東方教育,23,非必需性消費,2360,支援服務,236010,教育
668,東銀國際控股,50,金融,5030,其他金融,503030,信貸
669,創科實業,23,非必需性消費,2320,家庭電器及用品,232010,家庭電器
670,中國東方航空,23,非必需性消費,2340,旅遊及休閒設施,234020,航空相關
672,眾安集團,60,地產建築,6010,地產,601020,地產發展商
673,中國衛生集團,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
674,中國唐商,60,地產建築,6010,地產,601030,地產投資
675,堅寶國際,10,工業,1010,工業工程,101020,工業零件及器材
676,創信集團,23,非必需性消費,2330,紡織及服飾,233030,鞋履
677,金源發展國際實業,25,必需性消費,2520,農產品,252020,農產品相關
678,雲頂香港,23,非必需性消費,2340,旅遊及休閒設施,234050,旅遊及觀光
679,亞洲聯網科技,10,工業,1010,工業工程,101020,工業零件及器材
680,南海控股,60,地產建築,6010,地產,601020,地產發展商
681,中民控股,40,公用事業,4000,公用事業,400020,燃氣
682,超大現代農業,25,必需性消費,2520,農產品,252020,農產品相關
683,嘉里建設,60,地產建築,6010,地產,601020,地產發展商
684,亞倫國際,23,非必需性消費,2320,家庭電器及用品,232010,家庭電器
685,世界華文媒體,23,非必需性消費,2350,媒體及娛樂,235040,出版
686,北京能源國際,40,公用事業,4000,公用事業,400040,環保能源
687,泰昇集團,60,地產建築,6020,建築,602030,重型基建
688,中國海外發展,60,地產建築,6010,地產,601020,地產發展商
689,長盈集團(控股),0,能源,10,石油及天然氣,1010,油氣生產商
690,聯康生物科技,28,醫療保健,2810,藥品及生物科技,281010,藥品
691,山水水泥,60,地產建築,6020,建築,602010,建築材料
693,陳唱國際,23,非必需性消費,2370,零售相關,237010,汽車零售
694,北京首都機場,23,非必需性消費,2340,旅遊及休閒設施,234020,航空相關
695,東吳水泥,60,地產建築,6020,建築,602010,建築材料
696,中國民航信息,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
697,首程控股,50,金融,5030,其他金融,503020,資產管理
698,通達集團,10,工業,1010,工業工程,101025,電子零件
700,騰訊控股,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
701,北海集團,60,地產建築,6020,建築,602010,建築材料
702,中國油氣控股,0,能源,10,石油及天然氣,1010,油氣生產商
703,佳景集團,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
704,和嘉控股,0,能源,20,煤炭,2010,煤炭
707,亞洲電視控股,23,非必需性消費,2330,紡織及服飾,233010,紡織品及布料
708,恒大汽車,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
709,佐丹奴,23,非必需性消費,2330,紡織及服飾,233020,服裝
710,京東方精電,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
711,亞洲聯合基建控股,60,地產建築,6020,建築,602030,重型基建
712,卡姆丹克太陽能,10,工業,1010,工業工程,101050,新能源物料
713,世界(集團),23,非必需性消費,2320,家庭電器及用品,232040,家具
715,中泛控股,60,地產建築,6010,地產,601030,地產投資
716,勝獅貨櫃,10,工業,1010,工業工程,101010,商用車及貨車
717,英皇資本,50,金融,5030,其他金融,503010,證券及經紀
718,太和控股,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
719,新華製藥,28,醫療保健,2810,藥品及生物科技,281010,藥品
720,意達利控股,23,非必需性消費,2310,汽車,231010,汽車
721,中國金融國際,50,金融,5030,其他金融,503020,資產管理
722,聯合醫務,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
723,信保環球控股,5,原材料,530,其他原材料,53020,林業及木材
724,瑞鑫國際集團,70,資訊科技,7030,半導體,703010,半導體
725,恒都集團,10,工業,1010,工業工程,101020,工業零件及器材
726,築友智造科技,60,地產建築,6010,地產,601020,地產發展商
727,皇冠環球集團,60,地產建築,6010,地產,601030,地產投資
728,中國電信,35,電訊,3500,電訊,350020,電訊服務
730,首惠產業金融,60,地產建築,6010,地產,601030,地產投資
731,建發新勝,5,原材料,530,其他原材料,53030,紙品相關
732,信利國際,10,工業,1010,工業工程,101025,電子零件
